sced_timestamp,market,location,location_type,lmp
2023-01-27 06:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.67
2023-01-27 07:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.88
2023-01-27 08:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,12.5
2023-01-27 09:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,6.5
2023-01-27 10:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,6.35
2023-01-27 11:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,6.83
2023-01-27 12:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,10.71
2023-01-27 13:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,23.17
2023-01-27 14:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.69
2023-01-27 15:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.22
2023-01-27 16:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,20.81
2023-01-27 17:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,2.44
2023-01-27 18:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,2.24
2023-01-27 19:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,15.2
2023-01-27 20:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,13.83
2023-01-27 21:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.49
2023-01-27 22:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,9.23
2023-01-27 23:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,30.93
2023-01-28 00:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,26.07
2023-01-28 01:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.27
2023-01-28 02:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.1
2023-01-28 03:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.13
2023-01-28 04:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.23
2023-01-28 05:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.36
2023-01-28 06:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.16
2023-01-28 07:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.19
2023-01-28 08:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.23
2023-01-28 09:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.67
2023-01-28 10:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.64
2023-01-28 11:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0.32
2023-01-28 12:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,2.38
2023-01-28 13:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.93
2023-01-28 14:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.49
2023-01-28 15:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,5.01
2023-01-28 16:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,25.12
2023-01-28 17:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,28.94
2023-01-28 18:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,22.32
2023-01-28 19:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.96
2023-01-28 20:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,15.25
2023-01-28 21:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,12.29
2023-01-28 22:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.08
2023-01-28 23:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.53
2023-01-29 00:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.5
2023-01-29 01:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,22.68
2023-01-29 02:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.99
2023-01-29 03:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,10.51
2023-01-29 04:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.07
2023-01-29 05:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,13.39
2023-01-29 06:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,6.97
2023-01-29 07:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.34
2023-01-29 08:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,20.81
2023-01-29 09:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,25.34
2023-01-29 10:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.56
2023-01-29 11:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,15.17
2023-01-29 12:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.62
2023-01-29 13:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.56
2023-01-29 14:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.21
2023-01-29 15:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.15
2023-01-29 16:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.7
2023-01-29 17:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.39
2023-01-29 18:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.15
2023-01-29 19:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,26.37
2023-01-29 20:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,25.89
2023-01-29 21:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.81
2023-01-29 22:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,25.63
2023-01-29 23:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,25.38
2023-01-30 00:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.78
2023-01-30 01:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,73.99
2023-01-30 02:00:17+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,31.95
2023-01-30 03:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,34.82
2023-01-30 04:00:18+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,31.14
2023-01-30 05:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,30.33
2023-01-30 06:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,23.15
2023-01-30 07:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,19.85
2023-01-30 08:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,19.11
2023-01-30 09:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,23.07
2023-01-30 10:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,23.16
2023-01-30 11:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,41.1
2023-01-30 12:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,34.2
2023-01-30 13:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,48.63
2023-01-30 14:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,80.64
2023-01-30 15:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,93.14
2023-01-30 16:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,382.28
2023-01-30 17:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,112.48
2023-01-30 18:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,88.71
2023-01-30 19:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,90.55
2023-01-30 20:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,89.52
2023-01-30 21:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,95.02
2023-01-30 22:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,123.44
2023-01-30 23:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,137.47
2023-01-31 00:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,248.2
2023-01-31 01:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,147.8
2023-01-31 02:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,58.05
2023-01-31 03:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,43.45
2023-01-31 04:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,31.21
2023-01-31 05:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,23.39
2023-01-31 06:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,25.54
2023-01-31 07:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.08
2023-01-31 08:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.75
2023-01-31 09:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,23.55
2023-01-31 10:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.36
2023-01-31 11:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,22.83
2023-01-31 12:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,27.54
2023-01-31 13:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,35.64
2023-01-31 14:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,35.3
2023-01-31 15:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.42
2023-01-31 16:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,36.59
2023-01-31 17:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,35.18
2023-01-31 18:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,36.05
2023-01-31 19:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,35.73
2023-01-31 20:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,40.5
2023-01-31 21:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,43.15
2023-01-31 22:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,45.52
2023-01-31 23:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,42.66
2023-02-01 00:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,90.01
2023-02-01 01:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,52.51
2023-02-01 02:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,61.16
2023-02-01 03:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,47.02
2023-02-01 04:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,42
2023-02-01 05:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,42.92
2023-02-01 06:00:51+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,37.09
2023-02-01 07:00:30+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,36.48
2023-02-01 08:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,36.6
2023-02-01 09:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,125.74
2023-02-01 10:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,69.45
2023-02-01 11:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.93
2023-02-01 12:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,37.35
2023-02-01 13:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,37.3
2023-02-01 14:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,37.77
2023-02-01 15:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,43.18
2023-02-01 16:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,38.59
2023-02-01 17:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,48.89
2023-02-01 18:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,40.73
2023-02-01 19:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,46.76
2023-02-01 20:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,37.88
2023-02-01 21:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,35.72
2023-02-01 22:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,53.34
2023-02-01 23:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,75.43
2023-02-02 00:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,54.65
2023-02-02 01:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,46.05
2023-02-02 02:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,99.02
2023-02-02 03:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,42.74
2023-02-02 04:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,64.37
2023-02-02 05:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,49
2023-02-02 06:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,138.08
2023-02-02 07:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,40.35
2023-02-02 08:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,42.51
2023-02-02 09:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,29.98
2023-02-02 10:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.07
2023-02-02 11:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.89
2023-02-02 12:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,36.18
2023-02-02 13:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.54
2023-02-02 14:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,39.14
2023-02-02 15:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,185.35
2023-02-02 16:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,48.45
2023-02-02 17:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,63.66
2023-02-02 18:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,27.51
2023-02-02 19:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,34.82
2023-02-02 20:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,22.79
2023-02-02 21:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.04
2023-02-02 22:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,27.98
2023-02-02 23:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,35.28
2023-02-03 00:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,77.2
2023-02-03 01:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,67.87
2023-02-03 02:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,69.81
2023-02-03 03:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,28.14
2023-02-03 04:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.35
2023-02-03 05:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,22.24
2023-02-03 06:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,20.35
2023-02-03 07:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.43
2023-02-03 08:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.9
2023-02-03 09:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.37
2023-02-03 10:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.8
2023-02-03 11:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.15
2023-02-03 12:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,24.25
2023-02-03 13:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,33.05
2023-02-03 14:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,28.33
2023-02-03 15:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,20.89
2023-02-03 16:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.73
2023-02-03 17:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.89
2023-02-03 18:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.25
2023-02-03 19:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,13.55
2023-02-03 20:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.45
2023-02-03 21:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0.02
2023-02-03 22:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0.01
2023-02-03 23:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,13.32
2023-02-04 00:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.91
2023-02-04 01:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,19.79
2023-02-04 02:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.38
2023-02-04 03:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,15.18
2023-02-04 04:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,15.25
2023-02-04 05:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,14.18
2023-02-04 06:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,10.65
2023-02-04 07:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,7.95
2023-02-04 08:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,1.77
2023-02-04 09:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,1.93
2023-02-04 10:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,4.1
2023-02-04 11:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,3.68
2023-02-04 12:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,5.89
2023-02-04 13:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,6.61
2023-02-04 14:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,5.36
2023-02-04 15:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,2.81
2023-02-04 16:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,2.83
2023-02-04 17:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0.22
2023-02-04 18:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.24
2023-02-04 19:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.95
2023-02-04 20:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.15
2023-02-04 21:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.88
2023-02-04 22:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.18
2023-02-04 23:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.3
2023-02-05 00:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,18.71
2023-02-05 01:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,11.18
2023-02-05 02:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,1.23
2023-02-05 03:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,6.25
2023-02-05 04:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,7.05
2023-02-05 05:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,7.71
2023-02-05 06:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,10.4
2023-02-05 07:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,9.97
2023-02-05 08:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,14.81
2023-02-05 09:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.19
2023-02-05 10:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.32
2023-02-05 11:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,17.88
2023-02-05 12:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,26.34
2023-02-05 13:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.45
2023-02-05 14:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,20.91
2023-02-05 15:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,16.97
2023-02-05 16:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,15.66
2023-02-05 17:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,13.64
2023-02-05 18:00:20+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,14.51
2023-02-05 19:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,12.66
2023-02-05 20:00:16+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,10.13
2023-02-05 21:00:14+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0.01
2023-02-05 22:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0
2023-02-05 23:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,9.36
2023-02-06 00:00:19+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,21.4
2023-02-06 01:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,14.31
2023-02-06 02:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.61
2023-02-06 03:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.66
2023-02-06 04:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.4
2023-02-06 05:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-26.02
2023-02-06 06:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-31.66
2023-02-06 07:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-31.66
2023-02-06 08:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-31.66
2023-02-06 09:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-31.65
2023-02-06 10:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-31.59
2023-02-06 11:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-13.64
2023-02-06 12:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.92
2023-02-06 13:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.93
2023-02-06 14:00:21+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.24
2023-02-06 15:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.58
2023-02-06 16:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.62
2023-02-06 17:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.67
2023-02-06 18:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.95
2023-02-06 19:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.03
2023-02-06 20:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.89
2023-02-06 21:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.49
2023-02-06 22:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.53
2023-02-06 23:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.47
2023-02-07 00:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,20.16
2023-02-07 01:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,4.56
2023-02-07 02:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.46
2023-02-07 03:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.78
2023-02-07 04:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.29
2023-02-07 05:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.42
2023-02-07 06:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-5.1
2023-02-07 07:00:27+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-4.04
2023-02-07 08:00:23+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-2.67
2023-02-07 09:00:22+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.27
2023-02-07 10:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-3.61
2023-02-07 11:00:28+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.51
2023-02-07 12:00:24+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.46
2023-02-07 13:00:29+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,0.2
2023-02-07 14:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,1.29
2023-02-07 15:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,3.66
2023-02-07 16:00:26+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.5
2023-02-07 17:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-0.9
2023-02-07 18:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-1.14
2023-02-07 19:00:25+00:00,REAL_TIME_SCED,AZURE_BES1,Electrical Bus,-1.82
